Name,Prevalence (All),N (All),Weighted N (All),Prevalence (Most important driver/barrier),Statements,Priority,Driver/Barrier,AGE_GROUP: Prevalence (All),AGE_GROUP: N (All),AGE_GROUP: Weighted N (All),AGE_GROUP: Prevalence (Most important driver/barrier),AGE_GROUP: Statements,AGE Focus,GENDER: Prevalence (All),GENDER: N (All),GENDER: Weighted N (All),GENDER: Prevalence (Most important driver/barrier),GENDER: Statements,GENDER Focus,URBAN_RURAL: Prevalence (All),URBAN_RURAL: N (All),URBAN_RURAL: Weighted N (All),URBAN_RURAL: Prevalence (Most important driver/barrier),URBAN_RURAL: Statements,URBAN_RURAL Focus
Manque de connaissances : non spécifié/ Nǔnywɛ ma ɖó: è ma ɖɔ xó d’eji ǎ,"future_user: 17.35% 
 nonuser: 7.02% 
 past_user: 2.36% 
 user: 11.19%","future_user: 17 
 nonuser: 21 
 past_user: 3 
 user: 33","future_user: 19.4 
 nonuser: 29.3 
 past_user: 1.5 
 user: 31.4","future_user: 5.1% 
 nonuser: 2.68% 
 past_user: 0.79% 
 user: 0.0%",,Low,barrier,"16-20: 6.9% 
 21-30: 8.84% 
 31-45: 9.31%","16-20: 2 
 21-30: 29 
 31-45: 43","16-20: 10.8 
 21-30: 25.2 
 31-45: 45.7","16-20: 3.45% 
 21-30: 0.91% 
 31-45: 2.16%",,16-20,"Femme Nyɔnu: 4.42% 
 Homme Sunnu: 13.59%","Femme Nyɔnu: 18 
 Homme Sunnu: 56","Femme Nyɔnu: 26.7 
 Homme Sunnu: 55.0","Femme Nyɔnu: 0.98% 
 Homme Sunnu: 2.43%",,Homme Sunnu,"Rural: 9.83% 
 Semi-urbain: 7.78% 
 Urbain: 6.98%","Rural: 51 
 Semi-urbain: 20 
 Urbain: 3","Rural: 56.4 
 Semi-urbain: 20.5 
 Urbain: 4.8","Rural: 1.93% 
 Semi-urbain: 1.56% 
 Urbain: 0.0%",,Rural
Manque de moyens financiers pour accéder aux contraceptifs : les produits sont trop chers/ Akwɛ ma ɖó bo na dó mɔ nǔ e nɔ glɔ́n ali nú vǐjiji lɛ é ǎ: nǔ e è nɔ zán lɛ é nɔ xɔ akwɛ dín,"future_user: 0.0% 
 nonuser: 0.67% 
 past_user: 1.57% 
 user: 5.42%","future_user: 0 
 nonuser: 2 
 past_user: 2 
 user: 16","future_user: 0.0 
 nonuser: 2.7 
 past_user: 2.0 
 user: 14.4","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 3.45% 
 21-30: 2.74% 
 31-45: 2.16%","16-20: 1 
 21-30: 9 
 31-45: 10","16-20: 1.5 
 21-30: 9.0 
 31-45: 8.6","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.0%",,"16-20, 21-30, 31-45","Femme Nyɔnu: 1.23% 
 Homme Sunnu: 3.64%","Femme Nyɔnu: 5 
 Homme Sunnu: 15","Femme Nyɔnu: 3.2 
 Homme Sunnu: 15.8","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.0%",,"Femme Nyɔnu, Homme Sunnu","Rural: 3.28% 
 Semi-urbain: 0.78% 
 Urbain: 2.33%","Rural: 17 
 Semi-urbain: 2 
 Urbain: 1","Rural: 16.6 
 Semi-urbain: 0.9 
 Urbain: 1.5","Rural: 0.0% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,Rural
Manque de moyens financiers pour accéder aux contraceptifs : non spécifié/ Akwɛ ma ɖó bo na dó sixu mɔ nǔ e nɔ glɔ́n ali nú vǐjiji lɛ é ǎ: è ma ɖɔ ɖ’ayǐ ǎ,"future_user: 1.02% 
 nonuser: 1.0% 
 past_user: 0.0% 
 user: 2.03%","future_user: 1 
 nonuser: 3 
 past_user: 0 
 user: 6","future_user: 0.0 
 nonuser: 14.9 
 past_user: 0.0 
 user: 9.3","future_user: 1.02% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 1.22% 
 31-45: 1.3%","16-20: 0 
 21-30: 4 
 31-45: 6","16-20: 0.0 
 21-30: 4.7 
 31-45: 19.5","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.22%",,"21-30, 31-45","Femme Nyɔnu: 1.23% 
 Homme Sunnu: 1.21%","Femme Nyɔnu: 5 
 Homme Sunnu: 5","Femme Nyɔnu: 3.1 
 Homme Sunnu: 21.1","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.24%",,Homme Sunnu,"Rural: 1.73% 
 Semi-urbain: 0.39% 
 Urbain: 0.0%","Rural: 9 
 Semi-urbain: 1 
 Urbain: 0","Rural: 24.2 
 Semi-urbain: 0.0 
 Urbain: 0.0","Rural: 0.0% 
 Semi-urbain: 0.39% 
 Urbain: 0.0%",,"Rural, Semi-urbain"
Non actif sexuellement/ Un nɔ ɖóxó xá mɛ ǎ,"future_user: 3.06% 
 nonuser: 2.01% 
 past_user: 4.72% 
 user: 1.69%","future_user: 3 
 nonuser: 6 
 past_user: 6 
 user: 5","future_user: 5.6 
 nonuser: 1.7 
 past_user: 10.5 
 user: 5.3","future_user: 0.0% 
 nonuser: 0.67% 
 past_user: 3.15% 
 user: 0.0%",,Low,barrier,"16-20: 3.45% 
 21-30: 3.35% 
 31-45: 1.73%","16-20: 1 
 21-30: 11 
 31-45: 8","16-20: 1.0 
 21-30: 11.0 
 31-45: 11.0","16-20: 0.0% 
 21-30: 0.91% 
 31-45: 0.65%",,21-30,"Femme Nyɔnu: 3.44% 
 Homme Sunnu: 1.46%","Femme Nyɔnu: 14 
 Homme Sunnu: 6","Femme Nyɔnu: 20.2 
 Homme Sunnu: 2.8","Femme Nyɔnu: 1.47% 
 Homme Sunnu: 0.0%",,Femme Nyɔnu,"Rural: 3.28% 
 Semi-urbain: 0.0% 
 Urbain: 6.98%","Rural: 17 
 Semi-urbain: 0 
 Urbain: 3","Rural: 14.1 
 Semi-urbain: 0.0 
 Urbain: 8.9","Rural: 0.77% 
 Semi-urbain: 0.0% 
 Urbain: 4.65%",,Urbain
"Nécessité de mettre au monde tous les enfants / d’accoucher de tous les enfants “prévus” dans le corps/ Hudo e ɖo na hɛn vi lɛ bi wa gbɛ ɔ mɛ / bo na ji vi lɛ bi ""plan"" ɖo agbaza mɛ ɔ","future_user: 1.02% 
 nonuser: 0.67% 
 past_user: 0.0% 
 user: 1.36%","future_user: 1 
 nonuser: 2 
 past_user: 0 
 user: 4","future_user: 0.9 
 nonuser: 1.4 
 past_user: 0.0 
 user: 2.4","future_user: 1.02% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 3.45% 
 21-30: 0.61% 
 31-45: 0.87%","16-20: 1 
 21-30: 2 
 31-45: 4","16-20: 0.9 
 21-30: 1.3 
 31-45: 2.5","16-20: 3.45% 
 21-30: 0.0% 
 31-45: 0.0%",,16-20,"Femme Nyɔnu: 1.23% 
 Homme Sunnu: 0.49%","Femme Nyɔnu: 5 
 Homme Sunnu: 2","Femme Nyɔnu: 2.4 
 Homme Sunnu: 2.3","Femme Nyɔnu: 0.25% 
 Homme Sunnu: 0.0%",,Femme Nyɔnu,"Rural: 1.16% 
 Semi-urbain: 0.39% 
 Urbain: 0.0%","Rural: 6 
 Semi-urbain: 1 
 Urbain: 0","Rural: 4.7 
 Semi-urbain: 0.0 
 Urbain: 0.0","Rural: 0.19% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,Rural
"N’utilise pas de contraceptifs car allaitement/ É nɔ zán azɔwanú e nɔ glɔ́n ali nú vǐjiji lɛ é ǎ, ɖó anɔ̌sin nina vǐ wutu","future_user: 5.1% 
 nonuser: 1.34% 
 past_user: 8.66% 
 user: 2.71%","future_user: 5 
 nonuser: 4 
 past_user: 11 
 user: 8","future_user: 2.1 
 nonuser: 3.3 
 past_user: 8.8 
 user: 3.5","future_user: 4.08% 
 nonuser: 1.0% 
 past_user: 5.51% 
 user: 0.0%",,Low,barrier,"16-20: 6.9% 
 21-30: 3.96% 
 31-45: 2.81%","16-20: 2 
 21-30: 13 
 31-45: 13","16-20: 0.1 
 21-30: 8.5 
 31-45: 9.2","16-20: 3.45% 
 21-30: 2.44% 
 31-45: 1.08%",,16-20,"Femme Nyɔnu: 5.9% 
 Homme Sunnu: 0.97%","Femme Nyɔnu: 24 
 Homme Sunnu: 4","Femme Nyɔnu: 14.0 
 Homme Sunnu: 3.7","Femme Nyɔnu: 3.44% 
 Homme Sunnu: 0.0%",,Femme Nyɔnu,"Rural: 4.82% 
 Semi-urbain: 0.78% 
 Urbain: 2.33%","Rural: 25 
 Semi-urbain: 2 
 Urbain: 1","Rural: 14.8 
 Semi-urbain: 1.4 
 Urbain: 1.5","Rural: 2.31% 
 Semi-urbain: 0.39% 
 Urbain: 2.33%",,Rural
Peur des effets secondaires : Peur d'infections lors de la miction dans des endroits sales/ Xɛsi nu nuɖe na jɛ: Xɛsi nu azɔn hwenu e e ɖo aɖɔɖɔ wɛ ɖo fi kwijikwiji lɛ,"future_user: 3.06% 
 nonuser: 4.68% 
 past_user: 3.15% 
 user: 8.14%","future_user: 3 
 nonuser: 14 
 past_user: 4 
 user: 24","future_user: 0.7 
 nonuser: 5.3 
 past_user: 1.6 
 user: 22.0","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.79% 
 user: 0.0%",,Low,barrier,"16-20: 6.9% 
 21-30: 5.18% 
 31-45: 5.63%","16-20: 2 
 21-30: 17 
 31-45: 26","16-20: 0.1 
 21-30: 9.7 
 31-45: 19.8","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.0%",,21-30,"Femme Nyɔnu: 6.14% 
 Homme Sunnu: 4.85%","Femme Nyɔnu: 25 
 Homme Sunnu: 20","Femme Nyɔnu: 21.3 
 Homme Sunnu: 8.3","Femme Nyɔnu: 0.25% 
 Homme Sunnu: 0.0%",,Femme Nyɔnu,"Rural: 5.59% 
 Semi-urbain: 5.84% 
 Urbain: 2.33%","Rural: 29 
 Semi-urbain: 15 
 Urbain: 1","Rural: 16.6 
 Semi-urbain: 12.7 
 Urbain: 0.2","Rural: 0.19% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,Rural
Peur des effets secondaires : Peur d'un arrêt cardiaque/ Xɛsiɖiɖi nú nǔ e na jɛ ɖò agbaza mɛ lɛ é: Xɛsi nú nǔ e na jɛ ɖò ayi mɛ lɛ é,"future_user: 4.08% 
 nonuser: 1.67% 
 past_user: 1.57% 
 user: 4.41%","future_user: 4 
 nonuser: 5 
 past_user: 2 
 user: 13","future_user: 3.5 
 nonuser: 6.6 
 past_user: 0.0 
 user: 5.9","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.79% 
 user: 0.0%",,Low,barrier,"16-20: 3.45% 
 21-30: 2.74% 
 31-45: 3.03%","16-20: 1 
 21-30: 9 
 31-45: 14","16-20: 0.1 
 21-30: 6.7 
 31-45: 9.2","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.22%",,31-45,"Femme Nyɔnu: 3.69% 
 Homme Sunnu: 2.18%","Femme Nyɔnu: 15 
 Homme Sunnu: 9","Femme Nyɔnu: 3.4 
 Homme Sunnu: 12.6","Femme Nyɔnu: 0.25% 
 Homme Sunnu: 0.0%",,Femme Nyɔnu,"Rural: 3.08% 
 Semi-urbain: 1.95% 
 Urbain: 6.98%","Rural: 16 
 Semi-urbain: 5 
 Urbain: 3","Rural: 10.8 
 Semi-urbain: 2.1 
 Urbain: 3.1","Rural: 0.19% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,"Rural, Urbain"
Peur des effets secondaires : Peur d'un gonflement/d'une inflammation/ Xɛsi e nɔ ɖi mɛ ɖɔ nǔ e na jɛ ɖò agbaza mɛ lɛ é na jĭ/flamma nǔcikɔ,"future_user: 7.14% 
 nonuser: 19.73% 
 past_user: 8.66% 
 user: 14.92%","future_user: 7 
 nonuser: 59 
 past_user: 11 
 user: 44","future_user: 2.5 
 nonuser: 46.0 
 past_user: 37.4 
 user: 28.9","future_user: 2.04% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 6.9% 
 21-30: 13.72% 
 31-45: 16.02%","16-20: 2 
 21-30: 45 
 31-45: 74","16-20: 0.0 
 21-30: 7.0 
 31-45: 107.7","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.22%",,"21-30, 31-45","Femme Nyɔnu: 6.88% 
 Homme Sunnu: 22.57%","Femme Nyɔnu: 28 
 Homme Sunnu: 93","Femme Nyɔnu: 7.4 
 Homme Sunnu: 107.4","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.49%",,Homme Sunnu,"Rural: 12.52% 
 Semi-urbain: 21.4% 
 Urbain: 2.33%","Rural: 65 
 Semi-urbain: 55 
 Urbain: 1","Rural: 17.7 
 Semi-urbain: 95.6 
 Urbain: 1.5","Rural: 0.19% 
 Semi-urbain: 0.39% 
 Urbain: 0.0%",,Semi-urbain
Peur des effets secondaires : Peur d'une augmentation des saignements/ Xɛsi e è nɔ ɖi dó nǔ e na tɔ́n sín mɛ lɛ é wu é: Xɛsi e è nɔ ɖi ɖɔ hun na tɔ́n ɖò mɛ wu é,"future_user: 21.43% 
 nonuser: 31.44% 
 past_user: 20.47% 
 user: 32.88%","future_user: 21 
 nonuser: 94 
 past_user: 26 
 user: 97","future_user: 13.8 
 nonuser: 52.7 
 past_user: 65.8 
 user: 93.5","future_user: 8.16% 
 nonuser: 8.7% 
 past_user: 11.02% 
 user: 0.0%",,Very high,barrier,"16-20: 17.24% 
 21-30: 28.05% 
 31-45: 30.52%","16-20: 5 
 21-30: 92 
 31-45: 141","16-20: 0.1 
 21-30: 30.5 
 31-45: 195.1","16-20: 17.24% 
 21-30: 6.1% 
 31-45: 4.98%",,16-20,"Femme Nyɔnu: 27.76% 
 Homme Sunnu: 30.34%","Femme Nyɔnu: 113 
 Homme Sunnu: 125","Femme Nyɔnu: 92.6 
 Homme Sunnu: 133.1","Femme Nyɔnu: 8.35% 
 Homme Sunnu: 3.4%",,"Femme Nyɔnu, Homme Sunnu","Rural: 25.43% 
 Semi-urbain: 40.47% 
 Urbain: 4.65%","Rural: 132 
 Semi-urbain: 104 
 Urbain: 2","Rural: 40.7 
 Semi-urbain: 182.0 
 Urbain: 3.0","Rural: 5.78% 
 Semi-urbain: 6.23% 
 Urbain: 4.65%",,Semi-urbain
Peur des effets secondaires : Peur d'une diminution du plaisir due à l'utilisation du préservatif/ Xɛsi e è nɔ ɖi dó nǔ e na jɛ ɖò gudo lɛ é wu é: Xɛsi e è nɔ ɖi ɖɔ awǎjijɛ na ɖekpo ɖó adɔgbigbo zinzan wu é,"future_user: 2.04% 
 nonuser: 6.02% 
 past_user: 6.3% 
 user: 7.46%","future_user: 2 
 nonuser: 18 
 past_user: 8 
 user: 22","future_user: 1.1 
 nonuser: 19.6 
 past_user: 5.2 
 user: 11.5","future_user: 1.02% 
 nonuser: 0.33% 
 past_user: 0.79% 
 user: 0.0%",,Low,barrier,"16-20: 3.45% 
 21-30: 5.79% 
 31-45: 6.49%","16-20: 1 
 21-30: 19 
 31-45: 30","16-20: 0.1 
 21-30: 12.8 
 31-45: 24.3","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 0.22%",,21-30,"Femme Nyɔnu: 1.72% 
 Homme Sunnu: 10.44%","Femme Nyɔnu: 7 
 Homme Sunnu: 43","Femme Nyɔnu: 5.3 
 Homme Sunnu: 31.9","Femme Nyɔnu: 0.25% 
 Homme Sunnu: 0.49%",,Homme Sunnu,"Rural: 8.09% 
 Semi-urbain: 2.33% 
 Urbain: 4.65%","Rural: 42 
 Semi-urbain: 6 
 Urbain: 2","Rural: 27.5 
 Semi-urbain: 2.3 
 Urbain: 7.4","Rural: 0.0% 
 Semi-urbain: 0.0% 
 Urbain: 6.98%",,"Rural, Urbain"
Peur des effets secondaires : Peur d'une modification du cycle menstruel/ Xɛsi e è nɔ ɖi dó nǔ e na tɔ́n sín mɛ lɛ é wu é: Xɛsi e è nɔ ɖi dó huzuhuzu e ɖò sunzánwema mɛ lɛ é wu é,"future_user: 16.33% 
 nonuser: 27.76% 
 past_user: 19.69% 
 user: 23.39%","future_user: 16 
 nonuser: 83 
 past_user: 25 
 user: 69","future_user: 14.0 
 nonuser: 41.7 
 past_user: 52.0 
 user: 53.1","future_user: 2.04% 
 nonuser: 2.34% 
 past_user: 5.51% 
 user: 0.0%",,High,barrier,"16-20: 13.79% 
 21-30: 21.34% 
 31-45: 25.76%","16-20: 4 
 21-30: 70 
 31-45: 119","16-20: 0.0 
 21-30: 21.1 
 31-45: 139.7","16-20: 0.0% 
 21-30: 1.83% 
 31-45: 2.16%",,"21-30, 31-45","Femme Nyɔnu: 16.22% 
 Homme Sunnu: 30.83%","Femme Nyɔnu: 66 
 Homme Sunnu: 127","Femme Nyɔnu: 37.0 
 Homme Sunnu: 123.8","Femme Nyɔnu: 2.95% 
 Homme Sunnu: 0.97%",,Femme Nyɔnu,"Rural: 19.85% 
 Semi-urbain: 34.63% 
 Urbain: 2.33%","Rural: 103 
 Semi-urbain: 89 
 Urbain: 1","Rural: 25.3 
 Semi-urbain: 134.0 
 Urbain: 1.5","Rural: 1.93% 
 Semi-urbain: 1.95% 
 Urbain: 2.33%",,Semi-urbain
Peur des effets secondaires : Peur d'une perte de poids/ Xɛsi nu nuɖe na jɛ do mɛ wu: Xɛsi nu nuɖe na jɛ do mɛ wu,"future_user: 13.27% 
 nonuser: 20.74% 
 past_user: 12.6% 
 user: 21.36%","future_user: 13 
 nonuser: 62 
 past_user: 16 
 user: 63","future_user: 4.8 
 nonuser: 46.1 
 past_user: 20.2 
 user: 33.3","future_user: 0.0% 
 nonuser: 1.34% 
 past_user: 0.79% 
 user: 0.0%",,Low,barrier,"16-20: 13.79% 
 21-30: 17.99% 
 31-45: 19.7%","16-20: 4 
 21-30: 59 
 31-45: 91","16-20: 11.4 
 21-30: 21.9 
 31-45: 71.2","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.87%",,31-45,"Femme Nyɔnu: 16.95% 
 Homme Sunnu: 20.63%","Femme Nyɔnu: 69 
 Homme Sunnu: 85","Femme Nyɔnu: 47.5 
 Homme Sunnu: 57.0","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.73%",,"Femme Nyɔnu, Homme Sunnu","Rural: 17.73% 
 Semi-urbain: 22.57% 
 Urbain: 9.3%","Rural: 92 
 Semi-urbain: 58 
 Urbain: 4","Rural: 51.9 
 Semi-urbain: 48.8 
 Urbain: 3.7","Rural: 0.58% 
 Semi-urbain: 0.78% 
 Urbain: 0.0%",,Semi-urbain
Peur des effets secondaires : Peur d'une prise de poids/ Xɛsi e è nɔ ɖi dó nǔ e na jɛ ɖò gudo lɛ é wu é: Xɛsi e è nɔ ɖi ɖɔ è na gɔ́ngɔ́n é.,"future_user: 16.33% 
 nonuser: 22.41% 
 past_user: 14.17% 
 user: 22.03%","future_user: 16 
 nonuser: 67 
 past_user: 18 
 user: 65","future_user: 7.5 
 nonuser: 35.6 
 past_user: 30.5 
 user: 56.0","future_user: 4.08% 
 nonuser: 0.33% 
 past_user: 2.36% 
 user: 0.0%",,Medium,barrier,"16-20: 10.34% 
 21-30: 18.9% 
 31-45: 21.86%","16-20: 3 
 21-30: 62 
 31-45: 101","16-20: 0.1 
 21-30: 13.3 
 31-45: 116.2","16-20: 3.45% 
 21-30: 0.61% 
 31-45: 1.08%",,16-20,"Femme Nyɔnu: 13.27% 
 Homme Sunnu: 27.18%","Femme Nyɔnu: 54 
 Homme Sunnu: 112","Femme Nyɔnu: 25.1 
 Homme Sunnu: 104.5","Femme Nyɔnu: 0.98% 
 Homme Sunnu: 0.97%",,"Femme Nyɔnu, Homme Sunnu","Rural: 19.65% 
 Semi-urbain: 24.51% 
 Urbain: 2.33%","Rural: 102 
 Semi-urbain: 63 
 Urbain: 1","Rural: 30.8 
 Semi-urbain: 96.9 
 Urbain: 1.9","Rural: 0.58% 
 Semi-urbain: 1.17% 
 Urbain: 4.65%",,"Semi-urbain, Urbain"
Peur des effets secondaires : Peur de complications à la naissance/ Xɛsi nu nuɖe na jɛ do mɛ wu: Xɛsi nu nuɖe na jɛ do vijiji,"future_user: 7.14% 
 nonuser: 23.08% 
 past_user: 11.81% 
 user: 20.34%","future_user: 7 
 nonuser: 69 
 past_user: 15 
 user: 60","future_user: 2.2 
 nonuser: 52.7 
 past_user: 47.7 
 user: 49.8","future_user: 0.0% 
 nonuser: 4.35% 
 past_user: 0.0% 
 user: 0.0%",,High,barrier,"16-20: 10.34% 
 21-30: 17.38% 
 31-45: 19.7%","16-20: 3 
 21-30: 57 
 31-45: 91","16-20: 1.5 
 21-30: 15.1 
 31-45: 135.9","16-20: 0.0% 
 21-30: 1.22% 
 31-45: 1.95%",,31-45,"Femme Nyɔnu: 5.41% 
 Homme Sunnu: 31.31%","Femme Nyɔnu: 22 
 Homme Sunnu: 129","Femme Nyɔnu: 10.0 
 Homme Sunnu: 142.4","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 2.67%",,Homme Sunnu,"Rural: 15.61% 
 Semi-urbain: 25.29% 
 Urbain: 11.63%","Rural: 81 
 Semi-urbain: 65 
 Urbain: 5","Rural: 36.7 
 Semi-urbain: 109.6 
 Urbain: 6.2","Rural: 0.96% 
 Semi-urbain: 1.56% 
 Urbain: 9.3%",,Urbain
Peur des effets secondaires : Peur de l'apparition de boutons/ Xɛsi nu nuɖe na jɛ: Xɛsi nu jɛmɛji,"future_user: 2.04% 
 nonuser: 2.68% 
 past_user: 0.79% 
 user: 3.73%","future_user: 2 
 nonuser: 8 
 past_user: 1 
 user: 11","future_user: 0.4 
 nonuser: 6.9 
 past_user: 0.1 
 user: 8.6","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 2.13% 
 31-45: 3.25%","16-20: 0 
 21-30: 7 
 31-45: 15","16-20: 0.0 
 21-30: 4.5 
 31-45: 11.5","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.0%",,31-45,"Femme Nyɔnu: 3.19% 
 Homme Sunnu: 2.18%","Femme Nyɔnu: 13 
 Homme Sunnu: 9","Femme Nyɔnu: 12.0 
 Homme Sunnu: 4.0","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.0%",,"Femme Nyɔnu, Homme Sunnu","Rural: 3.28% 
 Semi-urbain: 1.56% 
 Urbain: 2.33%","Rural: 17 
 Semi-urbain: 4 
 Urbain: 1","Rural: 12.5 
 Semi-urbain: 2.1 
 Urbain: 1.4","Rural: 0.0% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,"Rural, Semi-urbain, Urbain"
Peur des effets secondaires : Peur de l'infertilité/ Xɛsi e è nɔ ɖi dó nǔ e na jɛ ɖò gudo lɛ é wu é: Xɛsi e è nɔ ɖi dó vǐmaji wu é,"future_user: 21.43% 
 nonuser: 36.45% 
 past_user: 14.17% 
 user: 28.14%","future_user: 21 
 nonuser: 109 
 past_user: 18 
 user: 83","future_user: 18.0 
 nonuser: 91.6 
 past_user: 49.1 
 user: 67.1","future_user: 11.22% 
 nonuser: 25.08% 
 past_user: 7.87% 
 user: 0.0%",,Very high,barrier,"16-20: 10.34% 
 21-30: 29.57% 
 31-45: 28.35%","16-20: 3 
 21-30: 97 
 31-45: 131","16-20: 0.0 
 21-30: 61.9 
 31-45: 164.0","16-20: 6.9% 
 21-30: 16.46% 
 31-45: 8.66%",,21-30,"Femme Nyɔnu: 13.51% 
 Homme Sunnu: 42.72%","Femme Nyɔnu: 55 
 Homme Sunnu: 176","Femme Nyɔnu: 23.8 
 Homme Sunnu: 202.1","Femme Nyɔnu: 4.18% 
 Homme Sunnu: 19.17%",,Homme Sunnu,"Rural: 25.63% 
 Semi-urbain: 37.74% 
 Urbain: 2.33%","Rural: 133 
 Semi-urbain: 97 
 Urbain: 1","Rural: 89.5 
 Semi-urbain: 134.9 
 Urbain: 1.5","Rural: 10.98% 
 Semi-urbain: 14.79% 
 Urbain: 2.33%",,Semi-urbain
Peur des effets secondaires : Peur de la fatigue/ Xɛsi e è nɔ ɖi dó nǔ e na jɛ lɛ é wu é: Xɛsi e è nɔ ɖi dó nǔcikɔ wu é,"future_user: 13.27% 
 nonuser: 11.04% 
 past_user: 13.39% 
 user: 12.2%","future_user: 13 
 nonuser: 33 
 past_user: 17 
 user: 36","future_user: 3.4 
 nonuser: 30.9 
 past_user: 4.0 
 user: 9.9","future_user: 1.02% 
 nonuser: 0.0% 
 past_user: 0.79% 
 user: 0.0%",,Low,barrier,"16-20: 6.9% 
 21-30: 11.28% 
 31-45: 12.99%","16-20: 2 
 21-30: 37 
 31-45: 60","16-20: 0.1 
 21-30: 21.0 
 31-45: 27.1","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 0.0%",,21-30,"Femme Nyɔnu: 13.02% 
 Homme Sunnu: 11.17%","Femme Nyɔnu: 53 
 Homme Sunnu: 46","Femme Nyɔnu: 17.0 
 Homme Sunnu: 31.2","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.0%",,Femme Nyɔnu,"Rural: 13.49% 
 Semi-urbain: 10.51% 
 Urbain: 4.65%","Rural: 70 
 Semi-urbain: 27 
 Urbain: 2","Rural: 27.3 
 Semi-urbain: 19.7 
 Urbain: 1.1","Rural: 0.39% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,Rural
Peur des effets secondaires : Peur de mourir/ Xɛsi nu nuɖe na jɛ do mɛ wu: Xɛsi nu nuɖe na jɛ do mɛ wu,"future_user: 7.14% 
 nonuser: 10.7% 
 past_user: 1.57% 
 user: 13.56%","future_user: 7 
 nonuser: 32 
 past_user: 2 
 user: 40","future_user: 11.9 
 nonuser: 30.0 
 past_user: 1.4 
 user: 17.2","future_user: 1.02% 
 nonuser: 3.34% 
 past_user: 1.57% 
 user: 0.0%",,Low,barrier,"16-20: 6.9% 
 21-30: 7.93% 
 31-45: 11.47%","16-20: 2 
 21-30: 26 
 31-45: 53","16-20: 0.1 
 21-30: 27.5 
 31-45: 32.9","16-20: 0.0% 
 21-30: 1.52% 
 31-45: 1.73%",,"21-30, 31-45","Femme Nyɔnu: 10.57% 
 Homme Sunnu: 9.22%","Femme Nyɔnu: 43 
 Homme Sunnu: 38","Femme Nyɔnu: 21.0 
 Homme Sunnu: 39.4","Femme Nyɔnu: 0.98% 
 Homme Sunnu: 2.18%",,"Femme Nyɔnu, Homme Sunnu","Rural: 11.18% 
 Semi-urbain: 8.17% 
 Urbain: 4.65%","Rural: 58 
 Semi-urbain: 21 
 Urbain: 2","Rural: 35.7 
 Semi-urbain: 23.2 
 Urbain: 1.6","Rural: 2.12% 
 Semi-urbain: 0.78% 
 Urbain: 0.0%",,Rural
