Name,Prevalence (All),N (All),Weighted N (All),Prevalence (Most important driver/barrier),Statements,Priority,Driver/Barrier,AGE_GROUP: Prevalence (All),AGE_GROUP: N (All),AGE_GROUP: Weighted N (All),AGE_GROUP: Prevalence (Most important driver/barrier),AGE_GROUP: Statements,AGE Focus,GENDER: Prevalence (All),GENDER: N (All),GENDER: Weighted N (All),GENDER: Prevalence (Most important driver/barrier),GENDER: Statements,GENDER Focus,URBAN_RURAL: Prevalence (All),URBAN_RURAL: N (All),URBAN_RURAL: Weighted N (All),URBAN_RURAL: Prevalence (Most important driver/barrier),URBAN_RURAL: Statements,URBAN_RURAL Focus,REGION: Prevalence (All),REGION: N (All),REGION: Weighted N (All),REGION: Prevalence (Most important driver/barrier),REGION: Statements,REGION Focus
Désir d'avoir des enfants : n'a pas fini d'avoir des enfants/ Jlo vi ji ji: ko fo ji vi a,"future_user: 7.14% 
 nonuser: 4.64% 
 past_user: 10.16% 
 user: 7.02%","future_user: 7 
 nonuser: 14 
 past_user: 13 
 user: 21","future_user: 1.9 
 nonuser: 3.8 
 past_user: 15.4 
 user: 9.7","future_user: 3.06% 
 nonuser: 1.99% 
 past_user: 3.91% 
 user: 0.0%","Il est acceptable d'utiliser des contraceptifs avant même d'avoir atteint le nombre d'enfants souhaité. 
 future_user: 86.76% 
 nonuser: 41.06% 
 past_user: 86.32% 
 user: 87.36%

",Very high,barrier,"16-20: 0.0% 
 21-30: 7.27% 
 31-45: 6.62%","16-20: 0 
 21-30: 24 
 31-45: 31","16-20: 0.0 
 21-30: 8.6 
 31-45: 22.1","16-20: 0.0% 
 21-30: 1.21% 
 31-45: 2.14%","Il est acceptable d'utiliser des contraceptifs avant même d'avoir atteint le nombre d'enfants souhaité. 
 16-20: 64.71% 
 21-30: 76.01% 
 31-45: 70.87%

","21-30, 31-45","Femme Nyɔnu: 5.84% 
 Homme Sunnu: 7.45%","Femme Nyɔnu: 24 
 Homme Sunnu: 31","Femme Nyɔnu: 19.1 
 Homme Sunnu: 11.7","Femme Nyɔnu: 0.97% 
 Homme Sunnu: 2.4%","Il est acceptable d'utiliser des contraceptifs avant même d'avoir atteint le nombre d'enfants souhaité. 
 Femme Nyɔnu: 81.52% 
 Homme Sunnu: 64.31%

","Femme Nyɔnu, Homme Sunnu","Rural: 5.53% 
 Semi-urbain: 10.0% 
 Urbain: 0.0%","Rural: 29 
 Semi-urbain: 26 
 Urbain: 0","Rural: 11.3 
 Semi-urbain: 19.5 
 Urbain: 0.0","Rural: 1.34% 
 Semi-urbain: 2.69% 
 Urbain: 0.0%","Il est acceptable d'utiliser des contraceptifs avant même d'avoir atteint le nombre d'enfants souhaité. 
 Rural: 75.66% 
 Semi-urbain: 65.28% 
 Urbain: 84.21%

",Semi-urbain,"Mid-South: 5.74% 
 North-East: 1.26% 
 North-West: 8.0% 
 South-South: 9.05%","Mid-South: 12 
 North-East: 2 
 North-West: 4 
 South-South: 37","Mid-South: 11.2 
 North-East: 1.7 
 North-West: 4.5 
 South-South: 13.4","Mid-South: 1.91% 
 North-East: 0.0% 
 North-West: 4.0% 
 South-South: 1.96%","Il est acceptable d'utiliser des contraceptifs avant même d'avoir atteint le nombre d'enfants souhaité. 
 Mid-South: 56.6% 
 North-East: 73.79% 
 North-West: 73.17% 
 South-South: 80.25%

","North-West, South-South"
Désir d'avoir des enfants : non spécifié/ Jlǒ e è ɖó bo na jì vǐ é: È ɖɔ ǎ,"future_user: 0.0% 
 nonuser: 1.32% 
 past_user: 1.56% 
 user: 4.68%","future_user: 0 
 nonuser: 4 
 past_user: 2 
 user: 14","future_user: 0.0 
 nonuser: 2.7 
 past_user: 3.8 
 user: 8.2","future_user: 2.04% 
 nonuser: 0.0% 
 past_user: 1.56% 
 user: 0.0%","Même si je souhaite avoir davantage d'enfants, je peux tout de même utiliser un moyen de contraception pour l'instant.Un na bo tlɛ jló na jì vǐ gègě ɔ, un sixu kpó ɖò nǔ e nɔ glɔ́n ali nú vǐjiji lɛ é zán wɛ dìn. 
 future_user: 81.58% 
 nonuser: 30.43% 
 past_user: 84.62% 
 user: 89.64%

",Very high,barrier,"16-20: 0.0% 
 21-30: 0.91% 
 31-45: 3.63%","16-20: 0 
 21-30: 3 
 31-45: 17","16-20: 0.0 
 21-30: 1.1 
 31-45: 13.5","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.64%","Même si je souhaite avoir davantage d'enfants, je peux tout de même utiliser un moyen de contraception pour l'instant.Un na bo tlɛ jló na jì vǐ gègě ɔ, un sixu kpó ɖò nǔ e nɔ glɔ́n ali nú vǐjiji lɛ é zán wɛ dìn. 
 16-20: 66.67% 
 21-30: 69.49% 
 31-45: 70.28%

",31-45,"Femme Nyɔnu: 0.73% 
 Homme Sunnu: 4.09%","Femme Nyɔnu: 3 
 Homme Sunnu: 17","Femme Nyɔnu: 3.7 
 Homme Sunnu: 11.0","Femme Nyɔnu: 0.24% 
 Homme Sunnu: 0.72%","Même si je souhaite avoir davantage d'enfants, je peux tout de même utiliser un moyen de contraception pour l'instant.Un na bo tlɛ jló na jì vǐ gègě ɔ, un sixu kpó ɖò nǔ e nɔ glɔ́n ali nú vǐjiji lɛ é zán wɛ dìn. 
 Femme Nyɔnu: 79.46% 
 Homme Sunnu: 60.47%

",Homme Sunnu,"Rural: 1.72% 
 Semi-urbain: 4.23% 
 Urbain: 0.0%","Rural: 9 
 Semi-urbain: 11 
 Urbain: 0","Rural: 9.6 
 Semi-urbain: 5.1 
 Urbain: 0.0","Rural: 0.57% 
 Semi-urbain: 0.38% 
 Urbain: 0.0%","Même si je souhaite avoir davantage d'enfants, je peux tout de même utiliser un moyen de contraception pour l'instant.Un na bo tlɛ jló na jì vǐ gègě ɔ, un sixu kpó ɖò nǔ e nɔ glɔ́n ali nú vǐjiji lɛ é zán wɛ dìn. 
 Rural: 73.98% 
 Semi-urbain: 63.76% 
 Urbain: 61.11%

","Rural, Semi-urbain","Mid-South: 0.0% 
 North-East: 0.63% 
 North-West: 8.0% 
 South-South: 3.67%","Mid-South: 0 
 North-East: 1 
 North-West: 4 
 South-South: 15","Mid-South: 0.0 
 North-East: 3.2 
 North-West: 4.5 
 South-South: 7.0","Mid-South: 0.0% 
 North-East: 0.63% 
 North-West: 0.0% 
 South-South: 0.73%","Même si je souhaite avoir davantage d'enfants, je peux tout de même utiliser un moyen de contraception pour l'instant.Un na bo tlɛ jló na jì vǐ gègě ɔ, un sixu kpó ɖò nǔ e nɔ glɔ́n ali nú vǐjiji lɛ é zán wɛ dìn. 
 Mid-South: 55.75% 
 North-East: 60.87% 
 North-West: 72.09% 
 South-South: 80.92%

","North-East, North-West, South-South"
Désir d'avoir des enfants : nous recherchons un genre spécifique/ Jlǒ e è ɖó bo na jì vǐ é: Mǐ ɖò vǐ alɔkpa ɖé ba wɛ,"future_user: 5.1% 
 nonuser: 0.33% 
 past_user: 0.0% 
 user: 1.34%","future_user: 5 
 nonuser: 1 
 past_user: 0 
 user: 4","future_user: 6.2 
 nonuser: 0.6 
 past_user: 0.0 
 user: 2.6","future_user: 0.0% 
 nonuser: 0.66% 
 past_user: 0.78% 
 user: 0.0%","Si une famille n'a pas encore eu d'enfant d'un certain genre, elle doit continuer à avoir des enfants jusqu'à ce qu'elle y parvienne. 
 future_user: 16.09% 
 nonuser: 18.35% 
 past_user: 13.49% 
 user: 9.93%

",Low,barrier,"16-20: 3.45% 
 21-30: 0.91% 
 31-45: 1.28%","16-20: 1 
 21-30: 3 
 31-45: 6","16-20: 1.2 
 21-30: 1.4 
 31-45: 6.8","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 0.21%","Si une famille n'a pas encore eu d'enfant d'un certain genre, elle doit continuer à avoir des enfants jusqu'à ce qu'elle y parvienne. 
 16-20: 18.52% 
 21-30: 13.17% 
 31-45: 14.65%

","16-20, 21-30","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 1.92%","Femme Nyɔnu: 2 
 Homme Sunnu: 8","Femme Nyɔnu: 1.6 
 Homme Sunnu: 7.8","Femme Nyɔnu: 0.24% 
 Homme Sunnu: 0.48%","Si une famille n'a pas encore eu d'enfant d'un certain genre, elle doit continuer à avoir des enfants jusqu'à ce qu'elle y parvienne. 
 Femme Nyɔnu: 13.97% 
 Homme Sunnu: 14.4%

",Homme Sunnu,"Rural: 0.57% 
 Semi-urbain: 1.54% 
 Urbain: 6.98%","Rural: 3 
 Semi-urbain: 4 
 Urbain: 3","Rural: 1.6 
 Semi-urbain: 4.9 
 Urbain: 2.9","Rural: 0.19% 
 Semi-urbain: 0.77% 
 Urbain: 0.0%","Si une famille n'a pas encore eu d'enfant d'un certain genre, elle doit continuer à avoir des enfants jusqu'à ce qu'elle y parvienne. 
 Rural: 15.8% 
 Semi-urbain: 10.16% 
 Urbain: 18.92%

","Semi-urbain, Urbain","Mid-South: 0.48% 
 North-East: 1.26% 
 North-West: 0.0% 
 South-South: 1.71%","Mid-South: 1 
 North-East: 2 
 North-West: 0 
 South-South: 7","Mid-South: 0.0 
 North-East: 2.5 
 North-West: 0.0 
 South-South: 6.9","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 2.0% 
 South-South: 0.49%","Si une famille n'a pas encore eu d'enfant d'un certain genre, elle doit continuer à avoir des enfants jusqu'à ce qu'elle y parvienne. 
 Mid-South: 13.07% 
 North-East: 29.25% 
 North-West: 31.11% 
 South-South: 7.14%

","North-East, North-West, South-South"
Désir d'avoir des enfants : nous tirons profit du fait d'avoir davantage d'enfants/ Jlǒ e è ɖó bo na jì vǐ é: Mǐ nɔ ɖu lè vǐjiji gègě tɔn,"future_user: 1.02% 
 nonuser: 2.32% 
 past_user: 3.12% 
 user: 2.68%","future_user: 1 
 nonuser: 7 
 past_user: 4 
 user: 8","future_user: 0.4 
 nonuser: 8.4 
 past_user: 0.8 
 user: 7.3","future_user: 0.0% 
 nonuser: 1.66% 
 past_user: 1.56% 
 user: 0.0%","Il est important d'avoir beaucoup d'enfants, car ils apportent des avantages à la famille. 
 future_user: 12.9% 
 nonuser: 24.74% 
 past_user: 11.81% 
 user: 13.56%

",Medium,barrier,"16-20: 0.0% 
 21-30: 2.12% 
 31-45: 2.78%","16-20: 0 
 21-30: 7 
 31-45: 13","16-20: 0.0 
 21-30: 13.9 
 31-45: 3.1","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 1.07%","Il est important d'avoir beaucoup d'enfants, car ils apportent des avantages à la famille. 
 16-20: 28.57% 
 21-30: 16.36% 
 31-45: 17.18%

","16-20, 31-45","Femme Nyɔnu: 1.22% 
 Homme Sunnu: 3.61%","Femme Nyɔnu: 5 
 Homme Sunnu: 15","Femme Nyɔnu: 9.9 
 Homme Sunnu: 7.1","Femme Nyɔnu: 0.73% 
 Homme Sunnu: 0.96%","Il est important d'avoir beaucoup d'enfants, car ils apportent des avantages à la famille. 
 Femme Nyɔnu: 10.15% 
 Homme Sunnu: 24.38%

","Femme Nyɔnu, Homme Sunnu","Rural: 3.05% 
 Semi-urbain: 1.15% 
 Urbain: 2.33%","Rural: 16 
 Semi-urbain: 3 
 Urbain: 1","Rural: 15.6 
 Semi-urbain: 0.9 
 Urbain: 0.4","Rural: 1.34% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Il est important d'avoir beaucoup d'enfants, car ils apportent des avantages à la famille. 
 Rural: 18.52% 
 Semi-urbain: 14.68% 
 Urbain: 17.07%

",Rural,"Mid-South: 3.35% 
 North-East: 1.89% 
 North-West: 6.0% 
 South-South: 1.71%","Mid-South: 7 
 North-East: 3 
 North-West: 3 
 South-South: 7","Mid-South: 0.2 
 North-East: 6.9 
 North-West: 7.6 
 South-South: 2.2","Mid-South: 0.96% 
 North-East: 1.89% 
 North-West: 0.0% 
 South-South: 0.49%","Il est important d'avoir beaucoup d'enfants, car ils apportent des avantages à la famille. 
 Mid-South: 10.4% 
 North-East: 33.55% 
 North-West: 42.86% 
 South-South: 11.25%

","North-East, North-West"
Désir d'avoir des enfants : nous voulons remplacer un enfant décédé/Jlǒ vǐjiji tɔn: mǐ jló na ɖyɔ vǐ e kú é ɖé,"future_user: 0.0% 
 nonuser: 0.99% 
 past_user: 0.78% 
 user: 1.67%","future_user: 0 
 nonuser: 3 
 past_user: 1 
 user: 5","future_user: 0.0 
 nonuser: 12.3 
 past_user: 1.3 
 user: 2.1","future_user: 0.0% 
 nonuser: 0.66% 
 past_user: 0.0% 
 user: 0.0%","Si un enfant meurt, il est important d'en avoir un autre rapidement. 
 future_user: 15.49% 
 nonuser: 19.14% 
 past_user: 20.37% 
 user: 9.26%

",Low,barrier,"16-20: 0.0% 
 21-30: 2.12% 
 31-45: 0.43%","16-20: 0 
 21-30: 7 
 31-45: 2","16-20: 0.0 
 21-30: 15.3 
 31-45: 0.3","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 0.0%","Si un enfant meurt, il est important d'en avoir un autre rapidement. 
 16-20: 4.55% 
 21-30: 18.28% 
 31-45: 13.61%

",21-30,"Femme Nyɔnu: 0.97% 
 Homme Sunnu: 1.2%","Femme Nyɔnu: 4 
 Homme Sunnu: 5","Femme Nyɔnu: 13.6 
 Homme Sunnu: 2.1","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.0%","Si un enfant meurt, il est important d'en avoir un autre rapidement. 
 Femme Nyɔnu: 23.3% 
 Homme Sunnu: 7.08%

",Femme Nyɔnu,"Rural: 1.53% 
 Semi-urbain: 0.38% 
 Urbain: 0.0%","Rural: 8 
 Semi-urbain: 1 
 Urbain: 0","Rural: 15.4 
 Semi-urbain: 0.2 
 Urbain: 0.0","Rural: 0.19% 
 Semi-urbain: 0.0% 
 Urbain: 2.33%","Si un enfant meurt, il est important d'en avoir un autre rapidement. 
 Rural: 17.58% 
 Semi-urbain: 9.26% 
 Urbain: 20.59%

","Rural, Urbain","Mid-South: 0.48% 
 North-East: 0.0% 
 North-West: 10.0% 
 South-South: 0.73%","Mid-South: 1 
 North-East: 0 
 North-West: 5 
 South-South: 3","Mid-South: 0.1 
 North-East: 0.0 
 North-West: 14.7 
 South-South: 0.8","Mid-South: 0.0% 
 North-East: 0.63% 
 North-West: 2.0% 
 South-South: 0.0%","Si un enfant meurt, il est important d'en avoir un autre rapidement. 
 Mid-South: 12.35% 
 North-East: 28.47% 
 North-West: 29.17% 
 South-South: 9.5%

","North-East, North-West"
Désir d'avoir des enfants : nouveau couple souhaitant avoir un premier enfant/ Jlǒ vǐjiji tɔn: asú kpo asì kpo yɔyɔ̌ e jló na jì vǐ nukɔntɔn yetɔn é,"future_user: 0.0% 
 nonuser: 0.66% 
 past_user: 1.56% 
 user: 2.34%","future_user: 0 
 nonuser: 2 
 past_user: 2 
 user: 7","future_user: 0.0 
 nonuser: 1.0 
 past_user: 0.9 
 user: 5.8","future_user: 1.02% 
 nonuser: 0.66% 
 past_user: 1.56% 
 user: 0.0%","Un couple ne devrait pas utiliser de contraception avant d'avoir son premier enfant. 
 future_user: 91.86% 
 nonuser: 92.67% 
 past_user: 89.34% 
 user: 83.15%

",Low,barrier,"16-20: 0.0% 
 21-30: 0.91% 
 31-45: 1.71%","16-20: 0 
 21-30: 3 
 31-45: 8","16-20: 0.0 
 21-30: 2.2 
 31-45: 5.6","16-20: 0.0% 
 21-30: 0.91% 
 31-45: 0.43%","Un couple ne devrait pas utiliser de contraception avant d'avoir son premier enfant. 
 16-20: 91.3% 
 21-30: 91.06% 
 31-45: 86.71%

","21-30, 31-45","Femme Nyɔnu: 0.73% 
 Homme Sunnu: 1.92%","Femme Nyɔnu: 3 
 Homme Sunnu: 8","Femme Nyɔnu: 1.7 
 Homme Sunnu: 6.1","Femme Nyɔnu: 0.24% 
 Homme Sunnu: 0.96%","Un couple ne devrait pas utiliser de contraception avant d'avoir son premier enfant. 
 Femme Nyɔnu: 93.85% 
 Homme Sunnu: 83.42%

",Homme Sunnu,"Rural: 0.76% 
 Semi-urbain: 2.31% 
 Urbain: 2.33%","Rural: 4 
 Semi-urbain: 6 
 Urbain: 1","Rural: 1.6 
 Semi-urbain: 5.8 
 Urbain: 0.4","Rural: 0.19% 
 Semi-urbain: 1.54% 
 Urbain: 0.0%","Un couple ne devrait pas utiliser de contraception avant d'avoir son premier enfant. 
 Rural: 86.27% 
 Semi-urbain: 92.94% 
 Urbain: 87.5%

",Semi-urbain,"Mid-South: 0.0% 
 North-East: 0.63% 
 North-West: 0.0% 
 South-South: 2.44%","Mid-South: 0 
 North-East: 1 
 North-West: 0 
 South-South: 10","Mid-South: 0.0 
 North-East: 0.8 
 North-West: 0.0 
 South-South: 7.0","Mid-South: 0.0% 
 North-East: 0.63% 
 North-West: 0.0% 
 South-South: 0.98%","Un couple ne devrait pas utiliser de contraception avant d'avoir son premier enfant. 
 Mid-South: 95.26% 
 North-East: 89.47% 
 North-West: 57.5% 
 South-South: 88.17%

","North-East, South-South"
Je ne sais pas/ Un ma tuùn a,"future_user: 2.04% 
 nonuser: 2.65% 
 past_user: 7.81% 
 user: 3.34%","future_user: 2 
 nonuser: 8 
 past_user: 10 
 user: 10","future_user: 2.1 
 nonuser: 5.8 
 past_user: 13.2 
 user: 3.9","future_user: 9.18% 
 nonuser: 4.3% 
 past_user: 6.25% 
 user: 0.0%","Je sais pourquoi je n'utilise pas de contraception. 
 future_user: 95.4% 
 nonuser: 98.26% 
 past_user: 93.69% 
 user: 82.61%

",High,barrier,"16-20: 6.9% 
 21-30: 3.03% 
 31-45: 3.85%","16-20: 2 
 21-30: 10 
 31-45: 18","16-20: 0.2 
 21-30: 7.2 
 31-45: 17.5","16-20: 13.79% 
 21-30: 3.03% 
 31-45: 3.42%","Je sais pourquoi je n'utilise pas de contraception. 
 16-20: 96.0% 
 21-30: 94.08% 
 31-45: 90.57%

",16-20,"Femme Nyɔnu: 5.35% 
 Homme Sunnu: 1.92%","Femme Nyɔnu: 22 
 Homme Sunnu: 8","Femme Nyɔnu: 19.9 
 Homme Sunnu: 5.0","Femme Nyɔnu: 5.35% 
 Homme Sunnu: 1.92%","Je sais pourquoi je n'utilise pas de contraception. 
 Femme Nyɔnu: 95.7% 
 Homme Sunnu: 88.8%

","Femme Nyɔnu, Homme Sunnu","Rural: 4.39% 
 Semi-urbain: 1.54% 
 Urbain: 6.98%","Rural: 23 
 Semi-urbain: 4 
 Urbain: 3","Rural: 19.8 
 Semi-urbain: 1.3 
 Urbain: 3.9","Rural: 4.39% 
 Semi-urbain: 1.54% 
 Urbain: 6.98%","Je sais pourquoi je n'utilise pas de contraception. 
 Rural: 93.94% 
 Semi-urbain: 90.32% 
 Urbain: 80.56%

",Urbain,"Mid-South: 0.96% 
 North-East: 8.81% 
 North-West: 0.0% 
 South-South: 3.42%","Mid-South: 2 
 North-East: 14 
 North-West: 0 
 South-South: 14","Mid-South: 0.0 
 North-East: 22.5 
 North-West: 0.0 
 South-South: 2.4","Mid-South: 0.48% 
 North-East: 6.92% 
 North-West: 8.0% 
 South-South: 3.42%","Je sais pourquoi je n'utilise pas de contraception. 
 Mid-South: 90.17% 
 North-East: 92.48% 
 North-West: 93.75% 
 South-South: 92.8%

","North-East, North-West"
Je préfère ne pas répondre/ Un yí wǎn nú xósin ma yí gbe ǎ,"future_user: 6.12% 
 nonuser: 3.97% 
 past_user: 7.03% 
 user: 1.0%","future_user: 6 
 nonuser: 12 
 past_user: 9 
 user: 3","future_user: 2.7 
 nonuser: 14.3 
 past_user: 12.4 
 user: 4.2","future_user: 6.12% 
 nonuser: 3.31% 
 past_user: 5.47% 
 user: 0.0%",,High,barrier,"16-20: 0.0% 
 21-30: 3.33% 
 31-45: 4.06%","16-20: 0 
 21-30: 11 
 31-45: 19","16-20: 0.0 
 21-30: 11.4 
 31-45: 22.1","16-20: 0.0% 
 21-30: 2.42% 
 31-45: 3.21%",,"21-30, 31-45","Femme Nyɔnu: 5.84% 
 Homme Sunnu: 1.44%","Femme Nyɔnu: 24 
 Homme Sunnu: 6","Femme Nyɔnu: 31.4 
 Homme Sunnu: 2.2","Femme Nyɔnu: 4.62% 
 Homme Sunnu: 0.96%",,Femme Nyɔnu,"Rural: 4.2% 
 Semi-urbain: 0.77% 
 Urbain: 13.95%","Rural: 22 
 Semi-urbain: 2 
 Urbain: 6","Rural: 21.4 
 Semi-urbain: 0.6 
 Urbain: 11.5","Rural: 3.05% 
 Semi-urbain: 0.38% 
 Urbain: 13.95%",,Urbain,"Mid-South: 1.44% 
 North-East: 11.95% 
 North-West: 4.0% 
 South-South: 1.47%","Mid-South: 3 
 North-East: 19 
 North-West: 2 
 South-South: 6","Mid-South: 0.1 
 North-East: 28.2 
 North-West: 4.5 
 South-South: 0.8","Mid-South: 2.39% 
 North-East: 8.81% 
 North-West: 0.0% 
 South-South: 0.98%",,North-East
La famille désapprouve : désapprobation des parents/ Hwɛndo ɔ sín gbemaɖòkpɔ: mɛjitɔ́ lɛ sín gbemaɖòkpɔ,"future_user: 1.02% 
 nonuser: 0.33% 
 past_user: 1.56% 
 user: 5.35%","future_user: 1 
 nonuser: 1 
 past_user: 2 
 user: 16","future_user: 0.2 
 nonuser: 0.1 
 past_user: 0.3 
 user: 6.7","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%","Mes parents doivent donner leur accord pour que je puisse utiliser un moyen de contraception. 
 future_user: 9.28% 
 nonuser: 18.37% 
 past_user: 6.5% 
 user: 8.3%

",Medium,barrier,"16-20: 0.0% 
 21-30: 3.33% 
 31-45: 1.92%","16-20: 0 
 21-30: 11 
 31-45: 9","16-20: 0.0 
 21-30: 4.7 
 31-45: 2.7","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.0%","Mes parents doivent donner leur accord pour que je puisse utiliser un moyen de contraception. 
 16-20: 25.0% 
 21-30: 12.34% 
 31-45: 10.49%

","16-20, 21-30","Femme Nyɔnu: 2.92% 
 Homme Sunnu: 1.92%","Femme Nyɔnu: 12 
 Homme Sunnu: 8","Femme Nyɔnu: 2.4 
 Homme Sunnu: 5.0","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.0%","Mes parents doivent donner leur accord pour que je puisse utiliser un moyen de contraception. 
 Femme Nyɔnu: 16.5% 
 Homme Sunnu: 6.89%

","Femme Nyɔnu, Homme Sunnu","Rural: 2.48% 
 Semi-urbain: 2.69% 
 Urbain: 0.0%","Rural: 13 
 Semi-urbain: 7 
 Urbain: 0","Rural: 5.8 
 Semi-urbain: 1.6 
 Urbain: 0.0","Rural: 0.0% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Mes parents doivent donner leur accord pour que je puisse utiliser un moyen de contraception. 
 Rural: 13.74% 
 Semi-urbain: 9.02% 
 Urbain: 4.76%

","Rural, Semi-urbain","Mid-South: 0.0% 
 North-East: 1.26% 
 North-West: 2.0% 
 South-South: 4.16%","Mid-South: 0 
 North-East: 2 
 North-West: 1 
 South-South: 17","Mid-South: 0.0 
 North-East: 2.4 
 North-West: 1.3 
 South-South: 3.7","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 0.0%","Mes parents doivent donner leur accord pour que je puisse utiliser un moyen de contraception. 
 Mid-South: 13.64% 
 North-East: 15.13% 
 North-West: 21.28% 
 South-South: 8.35%

","North-West, South-South"
La famille désapprouve : désapprobation du mari/ Hwɛndo mɛtɔn ma yí gbè na ǎ: asú ɔ ma yí gbè na ǎ,"future_user: 1.02% 
 nonuser: 2.98% 
 past_user: 0.0% 
 user: 5.02%","future_user: 1 
 nonuser: 9 
 past_user: 0 
 user: 15","future_user: 0.8 
 nonuser: 7.3 
 past_user: 0.0 
 user: 5.0","future_user: 1.02% 
 nonuser: 0.99% 
 past_user: 0.78% 
 user: 0.0%","Je peux utiliser un contraceptif même si mon mari n'est pas d'accord. 
 future_user: 12.63% 
 nonuser: 6.41% 
 past_user: 14.17% 
 user: 14.53%

",Low,barrier,"16-20: 6.9% 
 21-30: 3.94% 
 31-45: 2.14%","16-20: 2 
 21-30: 13 
 31-45: 10","16-20: 1.0 
 21-30: 9.0 
 31-45: 3.0","16-20: 0.0% 
 21-30: 0.91% 
 31-45: 0.43%","Je peux utiliser un contraceptif même si mon mari n'est pas d'accord. 
 16-20: 10.71% 
 21-30: 13.61% 
 31-45: 9.75%

","16-20, 21-30","Femme Nyɔnu: 5.11% 
 Homme Sunnu: 0.96%","Femme Nyɔnu: 21 
 Homme Sunnu: 4","Femme Nyɔnu: 10.4 
 Homme Sunnu: 2.7","Femme Nyɔnu: 1.22% 
 Homme Sunnu: 0.0%","Je peux utiliser un contraceptif même si mon mari n'est pas d'accord. 
 Femme Nyɔnu: 15.29% 
 Homme Sunnu: 7.25%

",Femme Nyɔnu,"Rural: 3.05% 
 Semi-urbain: 3.46% 
 Urbain: 0.0%","Rural: 16 
 Semi-urbain: 9 
 Urbain: 0","Rural: 11.2 
 Semi-urbain: 1.9 
 Urbain: 0.0","Rural: 0.76% 
 Semi-urbain: 0.38% 
 Urbain: 0.0%","Je peux utiliser un contraceptif même si mon mari n'est pas d'accord. 
 Rural: 10.34% 
 Semi-urbain: 10.67% 
 Urbain: 28.21%

","Rural, Semi-urbain, Urbain","Mid-South: 1.44% 
 North-East: 1.89% 
 North-West: 4.0% 
 South-South: 4.16%","Mid-South: 3 
 North-East: 3 
 North-West: 2 
 South-South: 17","Mid-South: 0.1 
 North-East: 2.5 
 North-West: 5.6 
 South-South: 5.0","Mid-South: 0.96% 
 North-East: 1.26% 
 North-West: 0.0% 
 South-South: 0.24%","Je peux utiliser un contraceptif même si mon mari n'est pas d'accord. 
 Mid-South: 6.63% 
 North-East: 24.11% 
 North-West: 12.5% 
 South-South: 9.0%

","Mid-South, North-East, North-West, South-South"
